NAME|LATITUDE|LONGITUDE
LS132|47.4230452125|-91.9675428674
ND404|47.2387507593|-97.6599050968
ND420|47.2087099684|-97.4136347796
ND418|47.2524351183|-97.2059196452
ID148|47.2220260142|-117.0250330870
LS196|47.0155008466|-90.7579964903
MN109|47.1291520129|-96.4935072927
MT305|46.9722507363|-112.5516004370
ND432|47.0008508842|-98.1852700847
LS140|47.0610710647|-92.9535892921
ND407|46.9813744480|-97.0594529794
ID146|46.9904866028|-116.6698152710
LS194|46.9374885739|-90.5802998222
ND406|46.9717461567|-97.3969804927
ND317|46.8955552454|-102.5824190470
ID147|46.9599201973|-117.0336993610
ND405|47.0188708589|-97.5627032600
ND310|46.9957321411|-100.5294836730
ND411|46.7932927672|-97.1321939980
MN110|46.8118126236|-96.4953411881
LS192|46.6080355243|-85.9870417549
MI163|46.3540061457|-86.3400309520
MI164|46.3306129625|-85.8146086572
ND421|46.3770060711|-99.7633914478
MN125|46.1087825140|-96.4007987703
MT302|46.0722072700|-112.9692215180
ND441|45.9855568441|-96.6273912053
MN304|45.7978500226|-96.2812799414
MI144|45.3939071712|-83.9633146465
MI140|45.0489081275|-85.0634154359
OT258|44.6121992694|-76.0263456307
ID138|44.5536538406|-113.7715395820
ID121|44.4929952734|-112.2631310200
ID120|44.4856120070|-111.8904347930
ID122|44.3481898495|-112.0470644200
OT266|44.3536400050|-78.0760067486
ID136|44.3774798705|-114.0481517690
OR107|44.1650630685|-118.8742800110
MN331|44.0635760022|-95.7606862960
MN319|43.9879016379|-95.8649035049
OR104|44.0241426330|-118.3981154870
MI142|43.9514613375|-85.9828467504
OR109|43.9823948766|-118.9366560650
MN402|43.8968625344|-93.7626632200
MN317|43.8972810765|-94.3498156248
MN318|43.9130950103|-94.0437112422
MN344|43.8796167840|-95.6951743942
OT256|43.8685435341|-80.0029796682
WY128|43.3673513486|-109.9705210580
WY138|43.2614727575|-110.1185007060
MI128|43.1714190433|-84.6361222378
IA116|43.1606295954|-94.0575676805
NY415|43.1560681860|-78.2005571883
MI231|43.1168033599|-83.9363454621
OR123|43.0401898126|-117.9616871160
OR124|43.0671528327|-117.7417585970
MI130|43.0079984822|-84.6531651854
MI234|42.9932287387|-84.1270315735
WY133|42.9859418446|-111.1633502770
MI235|42.9675979112|-86.0323572136
IA162|42.9972004508|-94.0960380514
IA161|42.8584553591|-94.0467680040
MI216|42.9061496346|-84.5373433448
MI221|42.8298912638|-83.9587841836
MI214|42.7418350342|-84.2304629219
IA148|42.7127523025|-94.0574636839
MI236|42.6089537721|-85.9416758581
MI304|42.1151096648|-83.8884447660
MI305|42.0623860904|-83.8775028169
NY501|42.0832791360|-74.3132255329
NY502|41.9785844832|-74.1890425809
MI308|41.9459807576|-83.8815676505
NV102|41.9093566840|-116.7623212400
NV103|41.9032928051|-116.5436767830
NV104|41.6376834589|-116.6379793250
WV103|39.0794914928|-79.9901669576
UT119|37.9581662876|-111.8486643280
CA125|36.9985383698|-119.0356387840
AZ128|35.2541311629|-112.1231618670
AZ127|35.2472829738|-111.9953816230
AZ126|35.2403578014|-111.8804711060
AZ124|34.9264534803|-111.5656401490
AZ134|34.9473075809|-111.6705582550
AZ120|34.6433217853|-111.4191763850
AZ103|34.0361120864|-109.6730556360
AZ104|34.0081649179|-109.5499306110
AZ105|33.9365640214|-109.4087162100
MN328|44.8607086845|-95.0427403244
MN421|43.5455869102|-91.7061077789
IA314|41.3977291758|-94.3238022441
IA401|41.8830536431|-93.1933338434
IA311|41.8434518504|-94.5978817111
IA312|41.7616051034|-94.2270019115
IA143|42.5122053833|-94.5704339467
IA140|42.3084849882|-94.8415302979
SD408|43.7913426837|-98.4374631000
SD407|43.3126406355|-97.9980436959
SD405|43.3167631213|-96.7189836550
IA120|42.9939738008|-96.3913446337
IA124|42.7056195534|-96.1606716812
MN341|43.8100526748|-95.0551075005
MN345|43.9352891348|-95.1274073888
MN330|43.7887255311|-95.5851873256
MN347|44.0689610202|-95.9526790403
ND212|48.4496900459|-98.5023917882
ND242|48.5231673084|-98.4330016295
IA119|43.2642254135|-93.5209207267
IA147|42.8771197594|-94.2320471504
IA113|43.1399522674|-94.2430123500
IA154|42.1595556272|-93.8022557498
IA144|42.7359715574|-94.5547352242
ND306|47.3925187160|-101.0283911040
IA201|43.3642592721|-93.2186908462
MN241|47.2531836858|-95.9271394305
IA232|42.8746467138|-91.5122681715
MN420|43.9071604298|-91.7450286032
MN418|43.5494155813|-92.1958010677
IA206|43.3677469204|-92.4248403721
IA220|42.4177098786|-92.7637064066
IA226|42.2863829570|-91.6079056772
MN411|44.3420520515|-92.9845067104
IA218|42.8415937617|-92.6045103298
IA204|43.2095257918|-92.7245019188
IA224|42.9036815277|-92.1612612982
IA205|43.4349892453|-92.9179582156
MN413|44.1350723708|-92.9062631983
MN417|43.7791150009|-92.4944143139
IA214|42.5102110855|-93.4640821942
MN238|47.4917927226|-95.3758775630
MN267|46.2305388595|-92.7158897602
MN268|46.3722245890|-92.5374857713
MN264|46.3494222812|-93.2701947068
MN252|46.1208245994|-94.1096989249
MN251|46.0445731158|-94.4341909824
MN256|45.4214361057|-94.8630263510
MN254|45.8377272471|-94.1955466589
LS170|46.5520975594|-89.8054510875
LS365|46.3343052334|-91.2664869044
LS161|46.5705937330|-91.6071665254
WI103|45.8768422189|-92.3570136245
WI102|45.7666644652|-92.6042388643
WI108|44.9314938702|-92.2858346552
WI109|44.8734297757|-92.5158308998
WI106|45.1405899671|-92.3930330967
MI160|46.5415549504|-88.1079189667
LS379|46.5315482081|-88.3967216840
LS186|46.7974390006|-88.3213839817
LS381|46.9248393567|-88.8139671322
LS183|46.8289714249|-89.2146558059
LS201|48.4021422111|-89.4870354243
LS486|49.6185623842|-89.7804472666
LS272|50.3017085684|-88.7331003782
LS281|49.8687568043|-89.1621128540
LS284|49.2569293130|-88.8172954403
LS495|48.9195110418|-88.9232067224
LS406|48.9576699137|-89.6003939136
LS204|48.7142974322|-89.8822120986
LS360|46.4543914435|-92.1600183542
LS150|46.8589943032|-92.6293871082
LS333|47.4040723262|-92.6691327121
LS130|47.1547994672|-91.6596442816
LS254|48.9315088338|-87.0594479007
LS241|48.9174327011|-86.1186486683
LS251|49.3208201382|-85.7022080195
LS429|48.4728032399|-86.0451607523
LS428|48.3447364136|-85.7026619285
LS427|48.0929802426|-85.1165918529
LS416|47.7915539169|-83.5503410295
LS415|47.5296830005|-83.2103773732
LS224|48.0147879657|-84.5306137359
LS389|46.4228298718|-86.5119367591
LS382|47.1753722353|-88.5045552522
LS180|46.5503559931|-89.3547210617
LS163|46.4633284475|-90.6454041928
LS393|46.3170895182|-85.5640763620
LS364|46.6963786372|-91.3926643050
IA221|42.2482327712|-92.2079092938
IA222|42.1860839187|-92.3233922150
MN114|45.9217602206|-96.4843219243
MN301|45.6945544406|-96.4181426003
MN302|45.5779575280|-96.3035731426
MN401|44.0568984707|-92.9818972564
MI302|42.0217342094|-84.0868931426
MI303|42.0797464385|-84.0182930957
ND207|48.8883127153|-98.3564285507
ND226|47.8753275544|-97.9812336959
SJ122|47.6712485524|-68.9976671765
SJ123|47.6980909923|-69.1945900911
ND304|47.0119782743|-102.3259773030
LS187|46.3490919107|-87.0951659851
LS390|46.5780597022|-87.6474974049
LS184|46.7610527667|-88.7035813214
WI208|45.2030686724|-88.6203636422
WI407|44.7989486680|-88.7846409457
LS371|46.4265100643|-89.8139631398
WI118|45.2209406387|-90.3071919273
WI119|45.1383406212|-90.2138267797
WI203|45.2325641308|-89.5580566766
WI207|45.1710337168|-89.0147873926
WI402|44.6057931322|-89.8426867907
WI301|44.9441040898|-90.9179959503
WI302|44.6932149778|-91.4400920888
WI307|44.3818390405|-90.6150176524
WI107|45.5545322716|-92.1079736067
LS335|47.1669877998|-92.4700675495
WI313|43.7988986236|-90.3721230280
WI314|43.6508601160|-90.8496951582
WI318|43.2893120500|-90.7565034269
WI317|43.0808718369|-90.3729241064
WI412|43.9458772639|-89.7107002678
MN419|43.6749826725|-92.1801903699
IA203|43.0467792348|-92.8760141293
IA139|42.5050144771|-94.8635727888
MN410|45.3435053672|-93.2424934104
WI110|44.7787357641|-92.2663486638
IA114|43.3892414400|-94.3287833283
MN340|43.7592559325|-95.1809863724
MN507|44.1302131936|-95.1131574180
SD402|44.2730742781|-96.6226029713
SD404|43.6310551147|-97.3083246849
SD403|43.5486636414|-98.2200840968
SD409|43.8933118547|-98.1377654262
SD401|44.3744344484|-97.8523037585
SD206|44.7424618397|-96.8154634778
MN326|44.7870897699|-95.7070539815
MN253|45.8300260734|-95.2639393293
MN409|45.8983840928|-93.1978975765
MN250|46.4406109244|-94.6594448551
MN248|46.6898566949|-95.0933749239
MN129|46.3661662258|-96.0602548374
MN113|46.1142065464|-96.4838557656
ND239|47.8194728614|-97.2886932266
MN234|47.8159506291|-95.9275672305
MN131|48.5680103018|-96.1588942483
MN223|48.5140317751|-95.7727391974
MN115|48.5678735387|-96.7047073876
MN101|48.7123747885|-96.9278287850
ND218|48.3110467663|-97.4430246761
MN335|45.3299877743|-95.4645613804
MN333|45.5324389738|-95.8401319751
MN257|45.1396628527|-94.8914772077
MN406|45.6959007182|-93.8074053955
ND433|46.7699618588|-98.0901962029
ND435|46.6253954102|-97.7617697515
ND431|47.2456862741|-98.1876988005
ND247|47.5719084509|-98.0356855385
ND234|48.3147549348|-97.8532366242
ND210|48.6956769647|-98.1386145469
ND243|48.9000282851|-98.2198383900
ND240|48.5373546744|-98.6746360031
ND241|48.6983547072|-98.8439696937
ND230|48.7014584447|-99.1896648823
ND205|48.4920383507|-99.1188264107
ND203|48.1070708700|-99.4299942497
ND201|48.3590929845|-99.6039115377
ND202|48.6375768153|-99.5023541911
ND118|48.0121555904|-100.8293932820
ND121|48.4886643805|-101.1698776770
SK111|51.0142262340|-101.6172121350
SK110|51.4371568169|-101.8852528770
LS162|46.5435717899|-91.0618999712
MI153|45.0626643815|-83.8071973739
MI110|44.7030428420|-84.9168963476
MI109|44.5678889318|-85.2517638456
MI108|44.2339364594|-86.1113182271
MI150|46.1933873339|-84.8746760343
LS394|46.3339963550|-85.0946751667
LS391|46.5303607105|-85.4043584222
MI152|46.3529379322|-86.0798560747
MI159|46.0842692606|-88.2021659099
MI158|46.1776650573|-88.3976567289
LS373|46.4925002487|-88.8637204969
LS366|46.3518306384|-90.4892003629
IA208|43.2994832068|-92.1287091224
IA402|41.8047898724|-92.7909074715
IA150|42.1620406580|-94.1349804102
IA313|41.9313565078|-94.4591599445
IA213|42.3675229692|-93.1830346060
MN262|46.8339597079|-93.6079142435
MN501|44.2349517972|-95.9188264652
WI423|43.2943807453|-88.5235471254
WI424|43.0920603152|-88.8893299448
MN990|44.7420655085|-93.7949499560
MI162|46.4319237926|-87.4645903509
ND414|46.3391225822|-97.2120962545
MN350|44.8374040833|-94.0964481309
MN349|44.5349407811|-94.3733737119
MN352|44.9923321765|-95.3088541411
SD213|45.1181993040|-96.6322817942
MN422|43.5822566315|-93.9413457199
MN351|44.9385415091|-94.5458887751
MN353|44.2509899312|-96.0406582112
MN354|44.3592334559|-96.1142787379
MN356|45.1191463895|-96.3887722236
MN357|45.4249276244|-96.6779589105
MN348|43.6484152859|-94.2371623252
MN355|44.7477550511|-96.3726042997
MN308|44.5832529928|-96.2833460466
NY435|43.3098674299|-76.5655899953
NY433|43.2360884954|-77.2167895576
NY443|43.2806463299|-78.0548583025
NY428|42.2597730127|-77.9350892264
NY426|42.6507303731|-77.9176618391
NY427|42.9103040709|-77.6240786940
NY429|42.7332947467|-77.0602793128
NY430|42.4546740927|-76.6407473198
NY431|42.8021112002|-76.5553120623
NY214|42.7303484033|-74.2350265354
NY210|42.8393864110|-74.8565392453
NY209|42.9088260271|-75.0053194426
NY208|42.9233472030|-75.1226099894
NY207|42.9133677706|-75.4620946757
NY436|43.4862589846|-76.1259404482
NY438|43.7066213467|-75.9313499007
NY437|43.9674105407|-76.0172324120
NY420|43.8609496704|-75.5504874015
NY444|44.1973794162|-75.2203156421
NY417|43.8330475303|-75.2966373698
NY425|43.7338658231|-75.3683125371
NY421|43.6831335291|-75.4351854204
NY418|43.6677401830|-75.0792407994
NY424|43.5262396762|-75.2753026927
NY422|43.4709857279|-75.4640804808
NY439|43.3744205326|-75.6842836720
NY440|43.1149796588|-75.6670267025
NY206|43.0953736623|-74.5093597629
NY205|43.1774026027|-74.6065725499
NY203|43.1836453307|-75.0051875159
VT110|42.8998052542|-73.0361713928
NY201|43.3952116296|-74.7257098028
NY423|43.4782723030|-75.1731547373
NH103|43.3133342700|-71.3369740631
NH101|43.4296079584|-71.3553735892
NH102|43.4560805516|-71.0618572081
VT111|43.4522028335|-72.8178948255
VT108|43.8489528786|-73.3068079210
VT109|43.9170013839|-73.1183815993
VT107|44.1271741688|-73.1801660228
VT101|44.9530055969|-72.8159658710
VT102|44.9455092602|-72.9082457555
ME104|45.4510464125|-70.0512414563
ME110|44.8716321316|-69.8202629992
ME208|45.5892848350|-68.3210973775
ME210|45.4612718719|-68.4811402864
ME202|46.1259671149|-68.9465855780
NH106|45.1719306986|-71.1827078268
ME101|45.5676790284|-70.5288859469
SK320|49.6508859703|-102.4351372450
SK311|50.0124602126|-103.1444419610
ND206|48.9068143891|-98.9462666606
MN117|48.4209541377|-96.3760264740
MN119|47.8115374403|-96.2931644471
MN120|47.4200999500|-96.2868294502
ND429|46.2520719508|-99.9997304741
IA102|43.3595047715|-96.1849401781
IA107|43.2466886621|-95.8315880588
IA106|43.1904733925|-95.7331081123
IA109|43.2351351638|-95.5444300715
IA127|42.8881526495|-95.6874130033
WI409|44.1145878945|-88.9818219392
WI434|44.2769824158|-88.6635869427
WI408|44.4424419509|-88.2969332732
WI417|43.7661045346|-88.6684717533
WI418|43.8886608705|-88.1978387381
NH105|44.4184108236|-71.4664718425
ME105|45.0862490790|-70.5325065594
ME103|45.6740151274|-70.2772587583
ME102|45.6241300122|-70.1626404743
ME111|45.6032026860|-69.7848920582
ME112|45.4158128698|-69.8854366499
ME113|45.4137508586|-69.5993461693
ME107|44.9238297120|-70.2177969492
ME108|44.8588950384|-70.2287595337
ME109|44.8501176826|-70.1190944924
ME214|45.2975733591|-69.4118414605
ME207|45.6903901637|-68.7745291654
ME211|45.4885195411|-68.9346335408
ME213|45.2300596402|-69.1163256409
ME209|45.4303886643|-68.6065123237
ME206|45.7823013181|-68.5321332042
ME205|45.9413709686|-68.3557406903
ME203|46.0666913645|-68.2510873049
SJ137|46.8447673893|-68.2168635107
SJ124|47.6117739611|-68.9109147895
SJ125|47.5114252654|-68.9888360284
WI309|44.8550165409|-90.5924140695
WI305|44.5214744900|-91.1520928689
WI116|45.7799813697|-90.8996692281
WI201|45.5472953886|-89.8251822778
WI416|43.8325053158|-89.2318975590
LS395|46.3796655972|-84.6217745661
LS225|48.2348128824|-84.5388756700
LS232|48.5341904681|-85.1589389056
LS462|49.6766996442|-87.6909809346
LS470|50.2403132289|-87.7081057168
MN128|46.9268989738|-96.2652529431
WI202|45.4843251189|-89.4241295061
IA108|43.4257290054|-95.3479147881
SK317|49.3219442893|-103.8230502660
SK306|49.5298714519|-103.6257418450
SK309|49.4587943761|-104.4397438740
PA134|41.3965809675|-77.5469377826
PA138|40.7720350033|-76.1783120679
NY448|42.6725646695|-76.1057088593
NY447|42.2369939970|-76.2425491787
PA132|41.4544792088|-76.4350680127
PA133|41.3369779725|-76.1095400649
PA136|41.1174903563|-75.7593580043
PA137|41.3468634982|-75.2469633031
NJ101|41.1727721944|-74.3508445402
NY304|42.6383855045|-75.2503053325
NY216|42.5882145045|-74.9525120196
ME119|44.2786243736|-70.3968199786
ME117|44.6533519258|-70.5815263874
ME118|44.5725678877|-70.8608614124
ME116|44.9009702360|-70.7296625921
NH107|44.8767464671|-71.4039662794
VT112|44.7363682412|-71.8883585045
VT113|44.5763004498|-72.2531884335
VT114|44.2110244255|-72.2756811107
NH108|44.2464613188|-71.6351116161
NH110|43.8146126551|-71.4370753161
NH109|43.8424289159|-71.9123302798
NY451|42.2677532739|-77.1097898273
NY450|42.5522593913|-77.3699693307
NY449|42.1974930090|-77.6234253186
PA135|41.0154598423|-76.9634356052
BC112|49.5588065023|-116.4017543520
BC101|49.2623285020|-115.6414274570
IN344|41.0742520350|-85.5438785420
MN504|44.1760849333|-95.6329006597
IL125|40.8190467451|-88.4176164826
IL122|41.3157237863|-88.0604267851
IL203|41.2148583134|-87.7116896450
IL202|41.2852674361|-87.6045398530
IN315|41.1412980974|-87.3562435301
IN313|41.3841949698|-87.0203896287
IN307|41.2661708147|-86.7316286774
IN334|41.1189416210|-86.5966525379
IN337|40.9201895414|-86.5335885328
IN336|40.9062775938|-86.3793659514
IN310|41.2560827337|-86.4188988963
IN304|41.3674236612|-86.5119760188
IN303|41.4450581231|-86.3795850461
IN352|41.4902245715|-86.1509679463
IN204|41.5061012466|-85.9031499161
IN331|41.2078260987|-86.1103091359
IN350|40.9492310078|-86.1596206242
IN349|40.9046363250|-86.0317808835
IN348|40.9392294796|-85.8629237675
IN347|40.9094321061|-85.8584875148
IN351|40.8632879366|-86.2263597180
IN341|40.7537672558|-86.6314132989
IN342|40.6753056735|-86.8638570525
IN340|40.7478015504|-86.9593659566
IN339|40.9245727916|-86.8963141657
IN306|41.5207948148|-86.8253677544
IN104|41.3619171642|-85.1590689100
IN102|41.4330727996|-84.9628195391
IN103|41.3697394971|-84.9081024384
IN109|41.2552987598|-84.9637044703
IN110|41.2464594047|-84.8515798708
IN111|41.1446140975|-84.8690425536
IN105|40.8265376596|-85.0690901693
IN107|40.9256740103|-85.0190829157
IN108|40.9033410000|-84.8657751475
IN106|40.7419747787|-84.8720937610
IN112|40.5762624477|-84.9535988469
NY407|42.6593085326|-78.9044142277
NY302|42.5621730491|-75.6988975533
ME212|45.3618357862|-69.1795032631
IN101|41.6270573152|-84.9025296754
IL130|41.7582618052|-88.9153966590
IL116|41.8255373882|-88.4704469385
IL111|41.9510021352|-89.1487926321
IL115|41.5669994305|-88.4392489210
IN317|41.3130364556|-87.4738701608
IN323|41.0096732363|-87.3592081382
IN329|40.6631563840|-87.4551658610
IN335|41.0580930618|-86.6947752356
MI113|44.3417674377|-84.9413075720
MI116|44.3029042869|-84.5260486310
MI115|44.1710858622|-84.8022371821
MI114|44.0292228067|-84.9147478563
MI117|44.0740594832|-84.5365012926
MI138|44.5370623620|-84.1217934689
MI118|44.2216120098|-84.2721013202
MI124|43.8880449543|-85.3465813220
MI123|43.8282839524|-85.1505934769
MI121|43.5766463499|-85.6460590650
SD412|43.9746727291|-96.8590166549
SD204|44.8711462982|-97.8255797076
MN124|46.0325695222|-96.4171530748
ND440|46.1449362219|-96.6261214872
ND442|46.0076311751|-96.6982977321
ND232|48.9286362410|-97.5156364076
ND216|48.7165623336|-97.4363955195
ND220|48.3129523873|-97.6302740173
ND236|47.5214621724|-97.8436984583
WI311|44.5403287818|-90.1737175654
WI310|44.8731302739|-90.0887961243
WI403|44.8645297652|-89.8496350652
WI204|45.0859190110|-89.8188269396
WI205|45.0344366346|-89.3095018168
WI410|44.5259158322|-88.8033437805
MI157|46.1227053012|-88.7296969447
WI212|45.9720441832|-88.7412815927
WI213|45.8710750684|-88.8271808177
MI149|46.2063183580|-88.0436213915
WI210|45.6482012880|-88.1851693883
MN991|44.7453070444|-93.7759078505
MN126|46.2772028574|-96.4198498566
ND227|47.7507277267|-97.7960263929
ND416|46.7580300874|-97.5784229692
MN239|47.6040003024|-95.8069221456
MN269|48.7726831622|-95.6927515344
MN271|48.6383907572|-95.6694569625
MN270|48.6006178183|-95.4182449851
MN242|47.1744629275|-95.8793799884
SK302|49.1688842953|-102.5780842190
SK303|49.2200978294|-103.1429953580
SK315|49.2179473718|-103.3597000080
SK310|49.7650604301|-104.0571390140
SK316|49.4126149926|-103.7990215840
LS421|47.2546984353|-84.4898307621
NY405|42.5071870235|-78.8084366259
NY403|42.5594932380|-78.6167008016
NY402|42.8468344375|-78.6123827025
NY401|42.7734652472|-78.4410301449
NY404|42.6525930653|-78.3451903742
NY446|43.0411305944|-78.3867130084
PA120|40.2394799329|-77.9568004017
PA122|40.7533388234|-78.1110114628
PA124|40.9834611018|-78.2416283705
PA123|40.9193003677|-77.5372470484
PA130|41.6641225880|-76.7272250544
PA129|41.5764800859|-77.1756097028
NY511|42.1257703029|-75.4646443175
NY510|42.1298513758|-75.3562125830
NY211|42.8782849318|-74.6751008290
NY212|42.8531318250|-74.3415810725
ME115|45.0792328978|-69.4627364788
ME215|45.1442033871|-68.7079115671
OH102|41.6448390131|-84.6592286755
OH101|41.5644528504|-84.7750726697
OH107|41.3000119479|-84.6514898786
OH104|41.5126336354|-84.3144266218
OH111|41.1290532649|-84.7318023265
PA127|41.5838061362|-78.0505880403
PA128|41.7757335910|-77.1649392085
NY301|42.4039227228|-75.9477725369
NY303|42.4148347675|-75.7091110095
PA105|41.7816195677|-75.5088126436
PA104|41.6989280705|-74.9429233024
NY509|42.1600852912|-75.0402903831
NY508|42.2858757973|-74.9019723903
NY507|42.3468961688|-74.6963842632
NY506|42.3875874250|-74.5276408818
WI206|45.5703343175|-89.0319572056
MI145|45.8979386857|-87.5110789751
MI146|46.0582905922|-86.9879763068
PA126|41.5782115431|-78.2948873275
MT103|48.9634383807|-110.2194334590
MT113|47.8902147511|-112.4341369410
MT112|48.1633261835|-112.5745026470
MT107|48.9263551444|-111.1425318820
MT108|48.6556090397|-110.7584011430
MT109|48.5621293480|-110.2511038790
MT110|48.8629251285|-109.4035791670
MT111|48.5908783427|-109.1233528470
MT205|47.9113626943|-108.3738631560
MT204|48.0967699463|-107.6312585810
MT203|48.6549995424|-107.3521738730
MT202|48.9597132565|-107.8130888210
SK322|49.1824513012|-107.7491809490
MT201|48.9196611695|-108.3853016790
SK321|49.1413926087|-109.0915771280
MT115|47.2510486706|-110.1807147470
MT114|47.2901241429|-109.8159029840
MT317|46.9303034964|-110.1782587320
MT318|46.8477599535|-109.7581967720
MT316|46.4239750689|-110.4178871810
MT315|46.2887914185|-109.8785617420
MT314|46.2360939292|-109.2647231060
MT319|45.9784383832|-109.1635728310
WY202|44.6457891103|-106.4989088120
WY203|44.7058350384|-105.8420442440
WY201|44.7236916077|-106.1904473700
MT423|45.1444951278|-106.8865611140
MT422|45.1920098039|-106.3424333070
MT421|46.1819740958|-106.4886861890
MT427|46.2238256874|-106.0396414830
MT426|45.8894718181|-105.3152815640
MT425|46.2967665776|-105.3698910150
MT424|46.5801851466|-104.8774662710
MT428|46.5790656673|-104.2172924270
MT214|47.3725426936|-104.4357921550
MT210|47.5454845033|-105.5270401020
MT213|47.0864934111|-105.6686504130
MT212|47.2625442472|-106.8475012340
MT211|47.1213588148|-107.4119946420
MT206|48.8045548026|-105.7171480120
SK401|49.1785342981|-105.7864298250
SK402|49.1026369747|-105.1343399780
MT207|48.7828653417|-104.6783534660
MT209|48.2907952137|-105.2206033310
MT208|48.3514988763|-104.8231261840
NY217|43.2917439838|-73.7833930640
VT118|43.3197907679|-73.0888888518
VT117|43.7768395413|-72.8335927698
VT116|43.9187719638|-72.8476202444
VT119|44.4320791454|-72.5749289650
VT115|44.9110305224|-72.5107316429
NY108|44.4945011170|-74.0195176714
NY109|44.3363309176|-73.6118624776
NY452|42.2502132538|-78.5608071098
NY453|42.0957870005|-78.6326219408
PA140|41.8542330537|-78.8510009633
PA139|41.8794777016|-78.6919868029
PA141|41.6032314440|-78.6804626791
PA142|41.2869849882|-78.6936437581
PA149|41.1576556855|-78.7868601943
PA150|41.0421510569|-78.7406926769
PA143|41.2275008607|-78.9283788298
PA144|41.0786662030|-79.2365169377
PA151|40.4776244520|-78.7580211956
PA145|40.8703662961|-79.4105359848
PA146|40.7714223149|-79.6385367356
PA148|40.6108360973|-79.6216854226
PA152|39.7641571998|-79.0547203394
MD101|39.6421495390|-79.3166275901
MD102|39.4150705493|-79.3909087851
WV111|39.4858878465|-80.8638366939
WV112|39.4019532541|-80.7496664502
WV113|39.3974857395|-80.4650113858
WV114|39.1459261000|-80.2338055231
WV116|38.6342309461|-80.3891899401
WV117|38.4088922990|-80.5243151642
WV118|38.2724804055|-80.6366071972
WV119|38.1376462560|-80.6796309291
WV120|37.9117276021|-80.8229417475
WV121|37.7853764762|-80.9228794114
WV122|37.6839565711|-80.4492900645
WV124|38.1056518605|-80.2789858142
WV125|38.2341471669|-80.0955547966
WV136|38.7156944426|-79.7959042260
WV137|38.8529711924|-79.6404487368
WV127|39.2419727145|-79.4977369809
WV128|39.1469782793|-79.5829731378
WV133|39.1082323994|-79.4219205705
WV134|39.1148258203|-79.3422522070
WV135|38.9679378897|-79.3491463243
WV138|38.7391419645|-79.5072613024
WV139|38.5734703401|-79.6967137204
WV130|39.0249499114|-79.8085193956
MN280|48.7017232792|-95.6481192420
MN279|48.9079216862|-95.9294472280
MA101|42.5935628682|-73.2434122584
MA102|42.1674373198|-73.0082872519
MA103|42.3689636004|-72.3947745249
MA104|42.3386433193|-71.6357299648
NH111|42.7706359756|-71.6662103232
NY115|44.1050181161|-74.2164653411
NY116|44.5530542598|-74.1770369438
NY454|44.0674812404|-75.4782305988
NY455|43.8899834249|-74.8419634181
NY456|44.1393490324|-74.7646880651
NY457|44.3861452757|-74.9265345932
NY458|44.6436610680|-74.9941549935
VT120|42.8063787894|-72.7366128987
MB134|50.0168703017|-97.5945806181
MI183|46.9369681290|-88.6191398560
MI176|46.6345713932|-89.4298236564
MI177|46.6407828886|-89.1394911239
MI178|46.6456178266|-88.8490305221
MI179|46.6497735689|-88.5519954710
MI171|46.3690324395|-89.2612172361
MI172|46.3741869478|-88.9716956758
MI173|46.3788059142|-88.6827010949
MI174|46.3829080088|-88.3930509686
MI175|46.3858589496|-88.1039364345
MI170|46.2582248789|-88.4243811198
MI169|46.2550994190|-88.7187743575
MI168|46.2502887979|-89.0107883030
WI217|45.9377845523|-88.4759745037
WI218|45.9408525804|-88.1892426610
MI167|45.9432012349|-87.9024684408
WI216|45.7640493349|-88.0999853965
WI215|45.7606637278|-88.3858694370
WI214|45.7565632033|-88.6716983997
MI181|46.7669583076|-88.9205088947
MI180|46.6524088922|-88.2533644605
MI166|45.7679857360|-87.5250505692
MI165|45.7663805291|-87.8115078539
MI182|46.9318152453|-89.0335782143
AK353|60.2105443472|-150.4971182990
AK354|60.1874477322|-150.6689257240
AK351|60.4434320459|-149.7268117700
AK350|60.5444164546|-149.6367447450
AK352|60.2676773430|-150.2163945140
AK348|60.6203007529|-149.4025410020
AK357|60.0757034214|-151.1971506710
AK356|60.0714861536|-150.8363771270
AK358|59.8330263375|-151.4380552460
AK362|60.5522844137|-149.1257613320
AK349|60.3164014307|-149.4117597090
AK346|61.4576271602|-148.8592834410
AK347|61.1017253903|-149.3597777430
AK345|61.9122449172|-149.5213665700
AK341|62.1848611638|-149.3230368700
AK340|62.2671085884|-149.6149116870
AK342|62.3416463514|-148.4687832160
AK338|62.6631651728|-149.0158672990
AK344|61.8334580848|-149.7320811720
AK339|62.2024518987|-149.8047682200
AK325|61.7441967859|-152.7455306880
AK360|61.8251806584|-151.9793848980
AK361|61.7988309086|-151.6214539610
AK330|62.1017064523|-151.9604457400
AK331|62.2751269587|-151.9403174840
AK326|61.9828462950|-152.6045611290
AK334|62.6306278443|-151.7685987200
AK336|62.5339828874|-150.8898880740
AK333|62.4797185559|-151.8305402150
AK332|62.3013047604|-151.6578703320
AK327|62.0917658374|-152.6651046090
AK328|62.2543777156|-152.4063509920
AK329|62.1532943737|-152.2631307710
AK335|62.4628556099|-151.1068760080
AK318|62.9072599447|-152.2265334130
AK319|63.0511000820|-151.8965792700
AK315|62.6944147767|-153.1346778360
AK314|62.3519411235|-153.4715372100
AK312|62.2266510442|-154.0337732120
AK320|62.0971298427|-153.5330770510
